dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.362,0.8932,0.7096,0.9683,0.9706,0.7224,0.9999,"[3327, 281, 643, 511]",0.806,0.5252,0.4428,0.6452,0.4199,0.4428,0.9221
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,0.7056,0.9506,0.8249,0.9807,0.9786,0.8262,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Black,0.3251,0.88,0.8637,0.938,0.9379,0.8596,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Other,0.2917,0.8815,0.7562,0.9499,0.9511,0.7561,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,White,2.5946,0.8879,1.1764,1.0555,0.9443,0.824,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.2546,0.8817,0.533,0.9871,0.9894,0.5331,1.0,"[3394, 214, 618, 536]",0.8253,0.563,0.4645,0.7147,0.4766,0.4645,0.9407
Adult Income,race,NA,Validation,Surrogate,SVC,Asian-Pac-Islander,1.3291,0.9487,1.0366,1.0373,0.963,0.9632,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,Black,0.3701,0.8945,0.8407,0.9643,0.9644,0.8369,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,Other,0.6177,0.9396,0.9354,0.997,0.9995,0.9352,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,White,1.8039,0.925,1.1066,1.0196,0.9809,0.8937,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.0,0.6865,0.2953,0.8124,0.8124,0.2953,0.9999,"[2939, 669, 345, 809]",0.7871,0.6147,0.701,0.5474,0.4776,0.701,0.8146
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.1343,0.724,0.434,0.809,0.809,0.4292,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Black,0.2388,0.7453,0.6838,0.8307,0.8312,0.6839,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Other,0.6659,0.896,1.0996,0.9267,0.9315,0.9006,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,White,4.7907,0.7229,1.4411,1.1835,0.8162,0.5605,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.8168,0.9615,0.9459,1.0044,0.9899,0.9843,0.9997,"[3204, 404, 559, 595]",0.7978,0.5527,0.5156,0.5956,0.4248,0.5156,0.888
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,0.9553,0.9906,0.9096,1.0017,0.9976,0.9061,0.9993,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Black,0.4912,0.8878,0.897,0.948,0.9475,0.8977,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Other,0.9881,0.9975,1.4865,0.9723,0.976,0.5135,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,White,1.6173,0.9153,1.0691,1.0383,0.9614,0.9309,0.9995,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.3048,0.8618,0.7702,0.9336,0.9347,0.7958,0.9997,"[3287, 321, 535, 619]",0.8202,0.5912,0.5364,0.6585,0.4817,0.5364,0.911
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9141,0.983,0.9129,0.988,0.9868,0.9105,0.9994,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Black,0.3914,0.8725,0.8567,0.9417,0.9424,0.8568,0.9998,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Other,0.6165,0.9241,0.8629,0.9955,0.9992,0.863,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,White,2.053,0.8907,1.1358,1.05,0.9497,0.8664,0.9995,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.5217,0.9074,0.7486,0.9938,0.9972,0.7741,0.9999,"[3334, 274, 510, 644]",0.8354,0.6216,0.5581,0.7015,0.5237,0.5581,0.9241
Adult Income,race,NA,Validation,Test,XGBClassifier,Asian-Pac-Islander,1.113,0.9783,0.9399,1.0295,0.9703,0.9399,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,Black,0.3903,0.8752,0.8159,0.9564,0.957,0.8149,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,Other,0.5044,0.9041,0.8414,0.9802,0.9827,0.8413,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,White,1.8528,0.905,1.1501,1.0267,0.9734,0.8529,0.9994,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.1242,0.8498,0.5406,0.945,0.9462,0.5409,1.0,"[3326, 282, 627, 528]",0.8092,0.5374,0.4571,0.6519,0.4324,0.4571,0.9218
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,0.7735,0.9612,0.8932,0.9664,0.9685,0.8984,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Black,0.2405,0.8607,0.6885,0.9431,0.9432,0.6885,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Other,0.5721,0.927,0.9427,0.9779,0.9805,0.9426,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,White,2.9237,0.8765,1.2427,1.0537,0.9461,0.7591,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.2618,0.8799,0.7191,0.9636,0.9647,0.7191,1.0,"[3392, 216, 601, 554]",0.8285,0.5756,0.4797,0.7195,0.4887,0.4797,0.9401
Adult Income,race,NA,Test,Surrogate,SVC,Asian-Pac-Islander,1.4326,0.931,1.0843,1.046,0.9537,0.9126,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,Black,0.3158,0.8817,0.7186,0.9691,0.9695,0.7211,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,Other,0.6021,0.9355,0.9199,0.9965,0.9989,0.92,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,White,1.8483,0.9206,1.1378,1.0153,0.9844,0.86,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.0,0.6864,0.3032,0.8096,0.8097,0.3035,1.0,"[2929, 679, 354, 801]",0.7831,0.608,0.6935,0.5412,0.468,0.6935,0.8118
Adult Income,race,NA,Test,Surrogate,GaussianNB,Asian-Pac-Islander,0.1767,0.7377,0.4462,0.825,0.8257,0.4414,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,Black,0.2029,0.732,0.5738,0.8302,0.8308,0.5714,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,Other,0.9813,0.9942,1.107,1.0516,0.9524,0.893,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,White,4.6867,0.7246,1.4882,1.1728,0.8275,0.5095,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.9313,0.9851,1.0764,1.0365,0.9683,0.9235,0.9999,"[3180, 428, 550, 605]",0.7947,0.553,0.5238,0.5857,0.4214,0.5238,0.8814
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1981,0.9573,0.8866,1.0838,0.9162,0.8825,0.9997,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Black,0.532,0.8938,0.8058,0.9688,0.9684,0.8061,0.9996,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Other,0.9553,0.9903,0.6747,1.0935,0.9119,0.6748,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,White,1.4159,0.9335,1.1663,0.9968,0.9968,0.8324,0.9994,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.505,0.8957,0.8391,0.9735,0.9772,0.8391,0.9999,"[3256, 352, 508, 647]",0.8194,0.6007,0.5602,0.6476,0.487,0.5602,0.9024
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9619,0.992,0.9505,0.9885,0.9878,0.951,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Black,0.4058,0.8679,0.8033,0.9468,0.9469,0.8054,0.9997,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Other,0.754,0.9483,1.0399,0.9868,0.9906,0.96,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,White,1.8947,0.8938,1.1317,1.0444,0.9561,0.8657,0.9995,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.6769,0.934,0.8006,1.0182,0.9771,0.8009,0.9998,"[3329, 279, 464, 691]",0.844,0.6504,0.5983,0.7124,0.5544,0.5983,0.9227
Adult Income,race,NA,Test,Test,XGBClassifier,Asian-Pac-Islander,1.0591,0.988,0.9108,1.028,0.9717,0.9115,0.9994,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,Black,0.353,0.8596,0.7808,0.9495,0.9498,0.7842,0.9997,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,Other,0.5972,0.9177,1.2027,0.9504,0.9516,0.7974,1.0,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,White,1.9346,0.8943,1.1534,1.0321,0.9678,0.8447,0.9994,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,LogisticRegression,Female,0.1217,0.7944,0.5883,0.9069,0.9069,0.5869,1.0,"[3327, 281, 643, 511]",0.806,0.5252,0.4428,0.6452,0.4199,0.4428,0.9221
Adult Income,sex,NA,Validation,Surrogate,LogisticRegression,Male,8.214,0.7944,1.4117,1.0931,0.9069,0.5869,1.0,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,SVC,Female,0.2188,0.8343,0.8243,0.9243,0.9243,0.8253,1.0,"[3394, 214, 618, 536]",0.8253,0.563,0.4645,0.7147,0.4766,0.4645,0.9407
Adult Income,sex,NA,Validation,Surrogate,SVC,Male,4.5711,0.8343,1.1757,1.0757,0.9243,0.8253,1.0,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,GaussianNB,Female,0.0026,0.5387,0.1809,0.6987,0.6987,0.1812,0.9999,"[2939, 669, 345, 809]",0.7871,0.6147,0.701,0.5474,0.4776,0.701,0.8146
Adult Income,sex,NA,Validation,Surrogate,GaussianNB,Male,385.4167,0.5387,1.8191,1.3013,0.6987,0.1812,0.9999,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,DecisionTreeClassifier,Female,0.4141,0.8493,0.9673,0.9181,0.9181,0.9681,0.9996,"[3215, 393, 559, 595]",0.8001,0.5556,0.5156,0.6022,0.4297,0.5156,0.8911
Adult Income,sex,NA,Validation,Surrogate,DecisionTreeClassifier,Male,2.415,0.8493,1.0327,1.0819,0.9181,0.9681,0.9996,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,RandomForestClassifier,Female,0.2947,0.8186,0.8944,0.904,0.9042,0.8932,0.9998,"[3290, 318, 532, 622]",0.8215,0.5941,0.539,0.6617,0.4854,0.539,0.9119
Adult Income,sex,NA,Validation,Surrogate,RandomForestClassifier,Male,3.3931,0.8186,1.1056,1.096,0.9042,0.8932,0.9998,,,,,,,,
Adult Income,sex,NA,Validation,Test,XGBClassifier,Female,0.3028,0.8255,0.8978,0.9194,0.9194,0.8978,0.9997,"[3334, 274, 510, 644]",0.8354,0.6216,0.5581,0.7015,0.5237,0.5581,0.9241
Adult Income,sex,NA,Validation,Test,XGBClassifier,Male,3.3021,0.8255,1.1022,1.0806,0.9194,0.8978,0.9997,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,LogisticRegression,Female,0.089,0.7788,0.5724,0.8938,0.8937,0.5711,1.0,"[3326, 282, 627, 528]",0.8092,0.5374,0.4571,0.6519,0.4324,0.4571,0.9218
Adult Income,sex,NA,Test,Surrogate,LogisticRegression,Male,11.2407,0.7788,1.4276,1.1062,0.8937,0.5711,1.0,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,SVC,Female,0.2462,0.838,0.8313,0.9315,0.9316,0.8302,1.0,"[3392, 216, 601, 554]",0.8285,0.5756,0.4797,0.7195,0.4887,0.4797,0.9401
Adult Income,sex,NA,Test,Surrogate,SVC,Male,4.0624,0.838,1.1687,1.0685,0.9316,0.8302,1.0,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,GaussianNB,Female,0.0013,0.5379,0.1908,0.6932,0.6933,0.1911,1.0,"[2929, 679, 354, 801]",0.7831,0.608,0.6935,0.5412,0.468,0.6935,0.8118
Adult Income,sex,NA,Test,Surrogate,GaussianNB,Male,771.1667,0.5379,1.8092,1.3068,0.6933,0.1911,1.0,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,DecisionTreeClassifier,Female,0.3551,0.8238,0.8182,0.9132,0.9131,0.819,0.9997,"[3188, 420, 550, 605]",0.7963,0.555,0.5238,0.5902,0.4249,0.5238,0.8836
Adult Income,sex,NA,Test,Surrogate,DecisionTreeClassifier,Male,2.8165,0.8238,1.1818,1.0868,0.9131,0.819,0.9997,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,RandomForestClassifier,Female,0.3035,0.8109,0.8484,0.9038,0.904,0.8493,0.9999,"[3253, 355, 513, 642]",0.8178,0.5967,0.5558,0.6439,0.4819,0.5558,0.9016
Adult Income,sex,NA,Test,Surrogate,RandomForestClassifier,Male,3.2949,0.8109,1.1516,1.0962,0.904,0.8493,0.9999,,,,,,,,
Adult Income,sex,NA,Test,Test,XGBClassifier,Female,0.2907,0.8116,0.8147,0.9265,0.9266,0.813,0.9998,"[3329, 279, 464, 691]",0.844,0.6504,0.5983,0.7124,0.5544,0.5983,0.9227
Adult Income,sex,NA,Test,Test,XGBClassifier,Male,3.4404,0.8116,1.1853,1.0735,0.9266,0.813,0.9998,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.3594,0.856,0.6096,0.9479,0.9512,0.6223,1.0,"[3170, 438, 528, 626]",0.7971,0.5645,0.5425,0.5883,0.4331,0.5425,0.8786
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,0.8956,0.9766,0.9064,0.9826,0.9829,0.9042,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Black,0.344,0.8436,0.8689,0.9027,0.9031,0.8695,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Other,0.2171,0.824,0.6563,0.9059,0.9071,0.656,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,White,2.3118,0.862,1.1525,1.0848,0.9152,0.8494,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.2408,0.8726,0.5496,0.9697,0.972,0.5497,0.9999,"[3332, 276, 637, 517]",0.8083,0.5311,0.448,0.652,0.4273,0.448,0.9235
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Asian-Pac-Islander,0.7852,0.964,0.955,0.9494,0.9507,0.9503,0.9996,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Black,0.0,0.816,0.5295,0.914,0.914,0.5296,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Other,0.1455,0.8567,0.5499,0.9513,0.9525,0.55,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,White,5.9062,0.843,1.3255,1.0784,0.9213,0.6728,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.6766,0.8986,0.4412,1.0359,0.9655,0.4542,0.9999,"[2939, 669, 335, 819]",0.7892,0.62,0.7097,0.5504,0.4847,0.7097,0.8146
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.9243,0.9763,0.8816,0.9869,0.9856,0.8864,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Black,0.443,0.8162,0.8847,0.8843,0.8848,0.8848,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Other,0.6615,0.8939,1.0909,0.9267,0.9315,0.9093,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,White,1.8103,0.8505,1.1394,1.0892,0.911,0.8626,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.4096,0.8544,0.627,0.9365,0.9412,0.6397,0.9998,"[3046, 562, 548, 606]",0.7669,0.522,0.5251,0.5188,0.3679,0.5251,0.8442
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.0478,0.9883,1.0728,0.966,0.9671,0.9224,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Black,0.4681,0.8626,0.8505,0.9204,0.9209,0.8495,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Other,0.9442,0.9863,0.8745,1.0561,0.9494,0.8743,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,White,1.6768,0.8949,1.0796,1.0658,0.934,0.9204,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.4314,0.8935,0.6445,0.9862,0.9897,0.6571,0.9998,"[3307, 301, 568, 586]",0.8175,0.5742,0.5078,0.6607,0.4671,0.5078,0.9166
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.0064,0.9988,0.967,0.9937,0.9926,0.966,0.9996,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Black,0.5225,0.9068,0.85,0.9802,0.9796,0.8486,0.9998,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Other,0.3912,0.8861,0.6911,0.9726,0.9751,0.6909,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,White,1.6915,0.9191,1.1341,1.0189,0.981,0.8668,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.1867,0.8144,0.6453,0.9007,0.902,0.6452,1.0,"[3168, 440, 516, 639]",0.7993,0.5721,0.5532,0.5922,0.4416,0.5532,0.878
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,0.8585,0.9678,0.9574,0.954,0.9529,0.9581,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Black,0.3161,0.8343,0.7211,0.9166,0.9165,0.7188,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Other,0.8057,0.9559,1.047,0.9908,0.9956,0.953,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,White,2.3406,0.8587,1.189,1.0794,0.9209,0.8105,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.4951,0.9132,0.9389,0.9688,0.9712,0.9391,0.9998,"[3325, 283, 623, 532]",0.8098,0.5401,0.4606,0.6528,0.4349,0.4606,0.9216
Adult Income,race,Reweighing,Test,Surrogate,SVC,Asian-Pac-Islander,0.8083,0.967,0.9524,0.9567,0.9585,0.9479,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Black,0.0,0.8109,0.5158,0.9119,0.9118,0.5159,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Other,0.1416,0.8521,0.5373,0.9493,0.9505,0.5374,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,White,5.3333,0.8427,1.3169,1.0786,0.921,0.6819,0.9996,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.5759,0.8668,0.8875,0.9332,0.9392,0.8878,1.0,"[2940, 668, 333, 822]",0.7898,0.6216,0.7117,0.5517,0.4867,0.7117,0.8149
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Asian-Pac-Islander,1.0275,0.9914,0.9828,0.9965,0.9957,0.9799,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Black,0.4315,0.812,0.8308,0.8874,0.8879,0.8339,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Other,0.9744,0.992,1.0887,1.0547,0.9494,0.9113,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,White,1.7344,0.859,1.1028,1.0838,0.9158,0.898,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.7339,0.9344,1.0623,0.9663,0.9723,0.9374,0.9997,"[3058, 550, 534, 621]",0.7724,0.534,0.5377,0.5303,0.3834,0.5377,0.8476
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.0244,0.994,0.9988,0.9882,0.9902,0.9991,0.9995,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Black,0.4235,0.85,0.8984,0.8987,0.8992,0.9041,0.9994,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Other,0.9419,0.9857,1.0623,1.0309,0.9757,0.9374,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,White,1.7354,0.8891,1.0467,1.0763,0.9238,0.9533,0.9992,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,1.2115,0.961,1.0826,1.1016,0.9021,0.9174,0.9998,"[3326, 282, 557, 598]",0.8239,0.5877,0.5177,0.6795,0.4855,0.5177,0.9218
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.1715,0.9685,0.9941,1.0271,0.9726,0.9949,0.9998,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Black,0.5088,0.9048,0.8836,0.974,0.9743,0.8875,0.9993,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Other,0.3944,0.8876,0.6809,0.9779,0.9805,0.6809,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,White,1.4847,0.9367,1.075,1.0065,0.9936,0.9228,0.9994,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.348,0.8486,0.5623,0.9531,0.9566,0.5752,0.9999,"[3189, 419, 474, 680]",0.8125,0.6036,0.5893,0.6187,0.4812,0.5893,0.8839
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Asian-Pac-Islander,0.8662,0.969,0.8581,0.988,0.9883,0.8557,0.9998,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Black,0.386,0.8495,0.8564,0.9206,0.9203,0.8585,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Other,0.685,0.9271,0.8099,0.9966,0.9985,0.8099,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,White,2.0818,0.8704,1.1697,1.0638,0.9359,0.829,0.9997,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.5853,0.902,0.9919,0.9549,0.9584,0.9922,0.9999,"[3189, 419, 453, 702]",0.8169,0.6169,0.6078,0.6262,0.4967,0.6078,0.8839
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Asian-Pac-Islander,0.8545,0.9656,0.901,0.9693,0.9687,0.9017,0.9996,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Black,0.4433,0.8616,0.7887,0.9461,0.9457,0.7929,0.9994,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Other,0.6716,0.9225,1.1931,0.9397,0.9421,0.807,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,White,1.8928,0.8809,1.1438,1.0538,0.9464,0.8552,0.9996,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.5291,0.9281,0.7357,1.0025,0.9941,0.7486,1.0,"[3365, 243, 673, 481]",0.8076,0.5122,0.4168,0.6644,0.417,0.4168,0.9326
