dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.362,0.8932,0.7096,0.9683,0.9706,0.7224,0.9999,"[3327, 281, 643, 511]",0.806,0.5252,0.4428,0.6452,0.4199,0.4428,0.9221
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,0.7056,0.9506,0.8249,0.9807,0.9786,0.8262,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Black,0.3251,0.88,0.8637,0.938,0.9379,0.8596,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,Other,0.2917,0.8815,0.7562,0.9499,0.9511,0.7561,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression,White,2.5946,0.8879,1.1764,1.0555,0.9443,0.824,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.2546,0.8817,0.533,0.9871,0.9894,0.5331,1.0,"[3394, 214, 618, 536]",0.8253,0.563,0.4645,0.7147,0.4766,0.4645,0.9407
Adult Income,race,NA,Validation,Surrogate,SVC,Asian-Pac-Islander,1.3291,0.9487,1.0366,1.0373,0.963,0.9632,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,Black,0.3701,0.8945,0.8407,0.9643,0.9644,0.8369,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,Other,0.6177,0.9396,0.9354,0.997,0.9995,0.9352,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC,White,1.8039,0.925,1.1066,1.0196,0.9809,0.8937,1.0,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.0,0.6865,0.2953,0.8124,0.8124,0.2953,0.9999,"[2939, 669, 345, 809]",0.7871,0.6147,0.701,0.5474,0.4776,0.701,0.8146
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.1343,0.724,0.434,0.809,0.809,0.4292,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Black,0.2388,0.7453,0.6838,0.8307,0.8312,0.6839,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,Other,0.6659,0.896,1.0996,0.9267,0.9315,0.9006,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB,White,4.7907,0.7229,1.4411,1.1835,0.8162,0.5605,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.8168,0.9615,0.9459,1.0044,0.9899,0.9843,0.9997,"[3204, 404, 559, 595]",0.7978,0.5527,0.5156,0.5956,0.4248,0.5156,0.888
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,0.9553,0.9906,0.9096,1.0017,0.9976,0.9061,0.9993,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Black,0.4912,0.8878,0.897,0.948,0.9475,0.8977,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,Other,0.9881,0.9975,1.4865,0.9723,0.976,0.5135,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,DecisionTreeClassifier,White,1.6173,0.9153,1.0691,1.0383,0.9614,0.9309,0.9995,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.3048,0.8618,0.7702,0.9336,0.9347,0.7958,0.9997,"[3287, 321, 535, 619]",0.8202,0.5912,0.5364,0.6585,0.4817,0.5364,0.911
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9141,0.983,0.9129,0.988,0.9868,0.9105,0.9994,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Black,0.3914,0.8725,0.8567,0.9417,0.9424,0.8568,0.9998,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,Other,0.6165,0.9241,0.8629,0.9955,0.9992,0.863,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,RandomForestClassifier,White,2.053,0.8907,1.1358,1.05,0.9497,0.8664,0.9995,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.5217,0.9074,0.7486,0.9938,0.9972,0.7741,0.9999,"[3334, 274, 510, 644]",0.8354,0.6216,0.5581,0.7015,0.5237,0.5581,0.9241
Adult Income,race,NA,Validation,Test,XGBClassifier,Asian-Pac-Islander,1.113,0.9783,0.9399,1.0295,0.9703,0.9399,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,Black,0.3903,0.8752,0.8159,0.9564,0.957,0.8149,0.9997,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,Other,0.5044,0.9041,0.8414,0.9802,0.9827,0.8413,0.9999,,,,,,,,
Adult Income,race,NA,Validation,Test,XGBClassifier,White,1.8528,0.905,1.1501,1.0267,0.9734,0.8529,0.9994,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.1242,0.8498,0.5406,0.945,0.9462,0.5409,1.0,"[3326, 282, 627, 528]",0.8092,0.5374,0.4571,0.6519,0.4324,0.4571,0.9218
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,0.7735,0.9612,0.8932,0.9664,0.9685,0.8984,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Black,0.2405,0.8607,0.6885,0.9431,0.9432,0.6885,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,Other,0.5721,0.927,0.9427,0.9779,0.9805,0.9426,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,LogisticRegression,White,2.9237,0.8765,1.2427,1.0537,0.9461,0.7591,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.2618,0.8799,0.7191,0.9636,0.9647,0.7191,1.0,"[3392, 216, 601, 554]",0.8285,0.5756,0.4797,0.7195,0.4887,0.4797,0.9401
Adult Income,race,NA,Test,Surrogate,SVC,Asian-Pac-Islander,1.4326,0.931,1.0843,1.046,0.9537,0.9126,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,Black,0.3158,0.8817,0.7186,0.9691,0.9695,0.7211,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,Other,0.6021,0.9355,0.9199,0.9965,0.9989,0.92,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,SVC,White,1.8483,0.9206,1.1378,1.0153,0.9844,0.86,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.0,0.6864,0.3032,0.8096,0.8097,0.3035,1.0,"[2929, 679, 354, 801]",0.7831,0.608,0.6935,0.5412,0.468,0.6935,0.8118
Adult Income,race,NA,Test,Surrogate,GaussianNB,Asian-Pac-Islander,0.1767,0.7377,0.4462,0.825,0.8257,0.4414,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,Black,0.2029,0.732,0.5738,0.8302,0.8308,0.5714,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,Other,0.9813,0.9942,1.107,1.0516,0.9524,0.893,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,GaussianNB,White,4.6867,0.7246,1.4882,1.1728,0.8275,0.5095,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.9313,0.9851,1.0764,1.0365,0.9683,0.9235,0.9999,"[3180, 428, 550, 605]",0.7947,0.553,0.5238,0.5857,0.4214,0.5238,0.8814
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1981,0.9573,0.8866,1.0838,0.9162,0.8825,0.9997,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Black,0.532,0.8938,0.8058,0.9688,0.9684,0.8061,0.9996,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,Other,0.9553,0.9903,0.6747,1.0935,0.9119,0.6748,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,DecisionTreeClassifier,White,1.4159,0.9335,1.1663,0.9968,0.9968,0.8324,0.9994,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.505,0.8957,0.8391,0.9735,0.9772,0.8391,0.9999,"[3256, 352, 508, 647]",0.8194,0.6007,0.5602,0.6476,0.487,0.5602,0.9024
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9619,0.992,0.9505,0.9885,0.9878,0.951,0.9999,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Black,0.4058,0.8679,0.8033,0.9468,0.9469,0.8054,0.9997,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,Other,0.754,0.9483,1.0399,0.9868,0.9906,0.96,1.0,,,,,,,,
Adult Income,race,NA,Test,Surrogate,RandomForestClassifier,White,1.8947,0.8938,1.1317,1.0444,0.9561,0.8657,0.9995,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.6769,0.934,0.8006,1.0182,0.9771,0.8009,0.9998,"[3329, 279, 464, 691]",0.844,0.6504,0.5983,0.7124,0.5544,0.5983,0.9227
Adult Income,race,NA,Test,Test,XGBClassifier,Asian-Pac-Islander,1.0591,0.988,0.9108,1.028,0.9717,0.9115,0.9994,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,Black,0.353,0.8596,0.7808,0.9495,0.9498,0.7842,0.9997,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,Other,0.5972,0.9177,1.2027,0.9504,0.9516,0.7974,1.0,,,,,,,,
Adult Income,race,NA,Test,Test,XGBClassifier,White,1.9346,0.8943,1.1534,1.0321,0.9678,0.8447,0.9994,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,LogisticRegression,Female,0.1217,0.7944,0.5883,0.9069,0.9069,0.5869,1.0,"[3327, 281, 643, 511]",0.806,0.5252,0.4428,0.6452,0.4199,0.4428,0.9221
Adult Income,sex,NA,Validation,Surrogate,LogisticRegression,Male,8.214,0.7944,1.4117,1.0931,0.9069,0.5869,1.0,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,SVC,Female,0.2188,0.8343,0.8243,0.9243,0.9243,0.8253,1.0,"[3394, 214, 618, 536]",0.8253,0.563,0.4645,0.7147,0.4766,0.4645,0.9407
Adult Income,sex,NA,Validation,Surrogate,SVC,Male,4.5711,0.8343,1.1757,1.0757,0.9243,0.8253,1.0,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,GaussianNB,Female,0.0026,0.5387,0.1809,0.6987,0.6987,0.1812,0.9999,"[2939, 669, 345, 809]",0.7871,0.6147,0.701,0.5474,0.4776,0.701,0.8146
Adult Income,sex,NA,Validation,Surrogate,GaussianNB,Male,385.4167,0.5387,1.8191,1.3013,0.6987,0.1812,0.9999,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,DecisionTreeClassifier,Female,0.4141,0.8493,0.9673,0.9181,0.9181,0.9681,0.9996,"[3215, 393, 559, 595]",0.8001,0.5556,0.5156,0.6022,0.4297,0.5156,0.8911
Adult Income,sex,NA,Validation,Surrogate,DecisionTreeClassifier,Male,2.415,0.8493,1.0327,1.0819,0.9181,0.9681,0.9996,,,,,,,,
Adult Income,sex,NA,Validation,Surrogate,RandomForestClassifier,Female,0.2947,0.8186,0.8944,0.904,0.9042,0.8932,0.9998,"[3290, 318, 532, 622]",0.8215,0.5941,0.539,0.6617,0.4854,0.539,0.9119
Adult Income,sex,NA,Validation,Surrogate,RandomForestClassifier,Male,3.3931,0.8186,1.1056,1.096,0.9042,0.8932,0.9998,,,,,,,,
Adult Income,sex,NA,Validation,Test,XGBClassifier,Female,0.3028,0.8255,0.8978,0.9194,0.9194,0.8978,0.9997,"[3334, 274, 510, 644]",0.8354,0.6216,0.5581,0.7015,0.5237,0.5581,0.9241
Adult Income,sex,NA,Validation,Test,XGBClassifier,Male,3.3021,0.8255,1.1022,1.0806,0.9194,0.8978,0.9997,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,LogisticRegression,Female,0.089,0.7788,0.5724,0.8938,0.8937,0.5711,1.0,"[3326, 282, 627, 528]",0.8092,0.5374,0.4571,0.6519,0.4324,0.4571,0.9218
Adult Income,sex,NA,Test,Surrogate,LogisticRegression,Male,11.2407,0.7788,1.4276,1.1062,0.8937,0.5711,1.0,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,SVC,Female,0.2462,0.838,0.8313,0.9315,0.9316,0.8302,1.0,"[3392, 216, 601, 554]",0.8285,0.5756,0.4797,0.7195,0.4887,0.4797,0.9401
Adult Income,sex,NA,Test,Surrogate,SVC,Male,4.0624,0.838,1.1687,1.0685,0.9316,0.8302,1.0,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,GaussianNB,Female,0.0013,0.5379,0.1908,0.6932,0.6933,0.1911,1.0,"[2929, 679, 354, 801]",0.7831,0.608,0.6935,0.5412,0.468,0.6935,0.8118
Adult Income,sex,NA,Test,Surrogate,GaussianNB,Male,771.1667,0.5379,1.8092,1.3068,0.6933,0.1911,1.0,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,DecisionTreeClassifier,Female,0.3551,0.8238,0.8182,0.9132,0.9131,0.819,0.9997,"[3188, 420, 550, 605]",0.7963,0.555,0.5238,0.5902,0.4249,0.5238,0.8836
Adult Income,sex,NA,Test,Surrogate,DecisionTreeClassifier,Male,2.8165,0.8238,1.1818,1.0868,0.9131,0.819,0.9997,,,,,,,,
Adult Income,sex,NA,Test,Surrogate,RandomForestClassifier,Female,0.3035,0.8109,0.8484,0.9038,0.904,0.8493,0.9999,"[3253, 355, 513, 642]",0.8178,0.5967,0.5558,0.6439,0.4819,0.5558,0.9016
Adult Income,sex,NA,Test,Surrogate,RandomForestClassifier,Male,3.2949,0.8109,1.1516,1.0962,0.904,0.8493,0.9999,,,,,,,,
Adult Income,sex,NA,Test,Test,XGBClassifier,Female,0.2907,0.8116,0.8147,0.9265,0.9266,0.813,0.9998,"[3329, 279, 464, 691]",0.844,0.6504,0.5983,0.7124,0.5544,0.5983,0.9227
Adult Income,sex,NA,Test,Test,XGBClassifier,Male,3.4404,0.8116,1.1853,1.0735,0.9266,0.813,0.9998,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.3159,0.825,0.5607,0.9227,0.926,0.5735,1.0,"[3080, 528, 472, 682]",0.79,0.577,0.591,0.5636,0.4376,0.591,0.8537
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,0.7846,0.9449,0.8564,0.9569,0.9572,0.8539,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Black,0.3173,0.8145,0.8177,0.8812,0.8807,0.8186,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Other,0.2864,0.8176,0.6074,0.9091,0.9116,0.6073,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,White,2.5462,0.831,1.2061,1.1086,0.8917,0.796,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Amer-Indian-Eskimo,5.7714,0.9666,0.9764,1.0448,0.9529,0.9765,0.9993,"[3600, 8, 1127, 27]",0.7617,0.0454,0.0234,0.7714,0.1062,0.0234,0.9978
Adult Income,race,Massaging,Validation,Surrogate,SVC,Asian-Pac-Islander,37.6,0.8719,1.395,1.0259,0.9728,0.6099,0.9994,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Black,0.0,0.9919,0.9753,0.9975,0.9975,0.9754,0.9995,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Other,0.0,0.9926,0.9764,0.9977,0.9978,0.9765,0.9995,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,White,0.1111,0.9728,0.8579,0.9927,0.9923,0.8596,0.9994,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.6945,0.9067,0.4491,1.044,0.9574,0.462,0.9999,"[2968, 640, 344, 810]",0.7934,0.6221,0.7019,0.5586,0.4884,0.7019,0.8226
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.9492,0.9845,0.8893,0.9952,0.9938,0.8944,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Black,0.4553,0.8251,0.8929,0.8934,0.8938,0.893,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Other,0.679,0.902,1.0984,0.9347,0.9396,0.9015,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,White,1.7593,0.8599,1.1308,1.0798,0.9206,0.8712,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.4715,0.8302,0.6121,0.9009,0.8959,0.6249,0.9999,"[2709, 899, 531, 623]",0.6997,0.4656,0.5399,0.4093,0.2671,0.5399,0.7508
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,0.7766,0.9281,1.0081,0.8792,0.8807,0.9895,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Black,0.3647,0.7838,0.8349,0.8182,0.8187,0.834,0.9998,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Other,1.1077,0.9656,1.2613,1.047,0.9546,0.7387,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,White,2.0939,0.8195,1.0955,1.1632,0.8373,0.9041,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.3984,0.878,0.6279,0.9711,0.9745,0.6406,0.9992,"[3253, 355, 549, 605]",0.8102,0.5724,0.5243,0.6302,0.4549,0.5243,0.9016
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9282,0.9855,0.9499,0.9782,0.9771,0.949,0.9991,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Black,0.4915,0.8923,0.8514,0.9633,0.9628,0.8504,0.9991,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Other,0.7847,0.9565,0.8753,1.0145,0.9806,0.8752,0.9993,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,White,1.7529,0.9077,1.1325,1.0328,0.9673,0.8694,0.9992,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.0826,0.7634,0.3886,0.8798,0.8809,0.3887,1.0,"[3093, 515, 452, 703]",0.797,0.5925,0.6087,0.5772,0.4577,0.6087,0.8573
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,0.7585,0.9378,0.9002,0.9326,0.9315,0.9008,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Black,0.3143,0.8124,0.6987,0.8987,0.8989,0.6981,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Other,1.0016,0.9996,0.9911,1.0691,0.9362,0.9913,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,White,2.4393,0.8352,1.2398,1.0934,0.9064,0.76,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,Amer-Indian-Eskimo,13.2969,0.9213,1.3809,1.0453,0.9522,0.6191,0.9992,"[3598, 10, 1131, 24]",0.7604,0.0404,0.0208,0.7059,0.0917,0.0208,0.9972
Adult Income,race,Massaging,Test,Surrogate,SVC,Asian-Pac-Islander,41.4062,0.8707,1.3699,1.0346,0.9636,0.6235,0.9992,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,Black,0.0,0.9922,0.9783,0.9969,0.9969,0.9782,0.9993,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,Other,0.0,0.9928,0.9793,0.9972,0.9972,0.9791,0.9993,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,White,0.0806,0.9692,0.8432,0.9906,0.9909,0.8448,0.9994,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.5883,0.8734,0.8954,0.9393,0.9453,0.8957,1.0,"[2962, 646, 342, 813]",0.7926,0.622,0.7039,0.5572,0.488,0.7039,0.821
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Asian-Pac-Islander,1.05,0.9847,0.9909,1.0029,0.998,0.988,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Black,0.4411,0.8192,0.8391,0.8942,0.8947,0.842,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Other,0.9954,0.9986,1.0962,1.061,0.9432,0.9035,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,White,1.6948,0.8666,1.0941,1.0766,0.923,0.9066,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.4686,0.819,1.0432,0.8242,0.829,0.9565,0.9999,"[2637, 971, 512, 643]",0.6886,0.4644,0.5567,0.3984,0.2604,0.5567,0.7309
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,0.6677,0.8863,1.0044,0.8304,0.8307,0.9924,0.9997,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Black,0.3095,0.7495,0.8602,0.7741,0.7737,0.8654,0.9995,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Other,0.9717,0.9904,1.0432,1.0269,0.9748,0.9565,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,White,2.431,0.7822,1.0676,1.2131,0.7869,0.9323,0.9993,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.6511,0.9259,0.8511,0.9912,0.996,0.8513,0.9999,"[3233, 375, 522, 633]",0.8117,0.5853,0.5481,0.628,0.466,0.5481,0.8961
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.0502,0.9894,0.9629,1.01,0.9893,0.9635,0.9997,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Black,0.4559,0.8785,0.8515,0.9477,0.9481,0.8556,0.9994,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Other,0.4593,0.8851,0.8511,0.952,0.9544,0.8513,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,White,1.7454,0.9037,1.1081,1.0392,0.9609,0.8895,0.9994,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.4187,0.8598,0.5424,0.9711,0.9756,0.5552,1.0,"[3169, 439, 451, 703]",0.8131,0.6124,0.6092,0.6156,0.4893,0.6092,0.8783
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Asian-Pac-Islander,0.7767,0.9461,0.8623,0.9543,0.9532,0.861,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Black,0.4792,0.8686,0.8804,0.9426,0.9424,0.8758,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Other,0.6588,0.9179,0.79,0.991,0.9959,0.7899,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,White,1.894,0.8786,1.1619,1.0545,0.9457,0.8383,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.4316,0.8599,0.7807,0.945,0.9486,0.7809,0.9999,"[3154, 454, 441, 714]",0.8121,0.6147,0.6182,0.6113,0.4905,0.6182,0.8742
Adult Income,race,Massaging,Test,Test,XGBClassifier,Asian-Pac-Islander,0.8195,0.9555,0.8651,0.9688,0.9685,0.8644,0.9994,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Black,0.4417,0.8554,0.7778,0.9406,0.9405,0.7819,0.9995,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Other,0.8444,0.9618,1.1824,0.9868,0.9917,0.8174,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,White,1.9128,0.8744,1.1752,1.0546,0.9451,0.8228,0.9994,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.4555,0.9034,0.6897,0.9849,0.9883,0.7024,1.0,"[3302, 306, 620, 534]",0.8055,0.5356,0.4627,0.6357,0.4249,0.4627,0.9152
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,1.1429,0.9749,0.989,1.0204,0.9794,0.9868,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Black,0.3876,0.8853,0.916,0.9384,0.9386,0.915,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Other,0.2749,0.8713,0.7363,0.9429,0.9441,0.7361,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,White,1.9006,0.9103,1.0845,1.0451,0.9546,0.9164,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.2656,0.8883,0.5811,0.9803,0.9826,0.581,0.9998,"[3370, 238, 673, 481]",0.8087,0.5136,0.4168,0.669,0.4199,0.4168,0.934
Adult Income,race,Massaging,Validation,Surrogate,SVC,Asian-Pac-Islander,1.3434,0.9487,1.0615,1.0304,0.9699,0.9397,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Black,0.3868,0.9017,0.9093,0.954,0.9541,0.906,0.9995,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Other,0.6451,0.9463,0.9831,0.9902,0.9928,0.9831,0.9998,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,White,1.7508,0.931,1.0539,1.0294,0.9709,0.9461,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.4016,0.7141,0.3114,0.8371,0.8346,0.3244,1.0,"[2314, 1294, 186, 968]",0.6892,0.5667,0.8388,0.4279,0.412,0.8388,0.6414
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.6021,0.8087,0.7478,0.8084,0.8071,0.7526,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Black,0.3489,0.6703,0.786,0.7233,0.724,0.7874,1.0,,,,,,,,
