dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_0.0_c_predictions_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,black_0.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0023,0.0029,0.0372,0.0356,0.0380,0.0129,0.0132,0.0454,0.0453,0.0458,0.0054,0.0059,0.0384,0.0395,0.0400,0.0015,0.0020,0.0170,0.0166,0.0156,0.0275,0.0273,0.8124,0.8118,0.8011,0.0005,0.0127,0.0054,0.0029,0.0380
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0023,0.0029,0.0372,0.0356,0.0380,0.0129,0.0132,0.0454,0.0453,0.0507,0.0054,0.0059,0.0384,0.0395,0.0439,0.0015,0.0020,0.0170,0.0166,0.0161,0.0275,0.0273,0.8124,0.8118,0.8157,0.0005,0.0078,0.0015,0.0024,0.0234
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0023,0.0029,0.0372,0.0361,0.0390,0.0129,0.0132,0.0454,0.0458,0.0590,0.0054,0.0054,0.0384,0.0400,0.0453,0.0015,0.0015,0.0170,0.0166,0.0180,0.0275,0.0273,0.8124,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,SVC,0.0023,0.0029,0.0372,0.0361,0.0390,0.0129,0.0132,0.0454,0.0458,0.0590,0.0054,0.0054,0.0384,0.0400,0.0453,0.0015,0.0015,0.0170,0.0166,0.0180,0.0275,0.0273,0.8124,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0023,0.0029,0.0372,0.0361,0.0263,0.0129,0.0132,0.0454,0.0458,0.0112,0.0054,0.0054,0.0384,0.0400,0.0097,0.0015,0.0015,0.0170,0.0166,0.0054,0.0275,0.0273,0.8124,0.8114,0.0000,0.0127,0.0478,0.0356,0.0127,0.8387
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0023,0.0029,0.0372,0.0361,0.0380,0.0129,0.0132,0.0454,0.0458,0.0478,0.0054,0.0054,0.0384,0.0400,0.0385,0.0015,0.0015,0.0170,0.0166,0.0171,0.0275,0.0273,0.8124,0.8114,0.8041,0.0010,0.0112,0.0068,0.0010,0.0346
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0023,0.0029,0.0372,0.0361,0.0390,0.0129,0.0132,0.0454,0.0458,0.0502,0.0054,0.0054,0.0384,0.0400,0.0404,0.0015,0.0015,0.0170,0.0166,0.0180,0.0275,0.0273,0.8124,0.8114,0.8265,0.0000,0.0088,0.0049,0.0000,0.0122
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Target,XGBClassifier,0.0023,0.0029,0.0372,0.0356,0.0385,0.0129,0.0132,0.0454,0.0453,0.0522,0.0054,0.0059,0.0384,0.0395,0.0434,0.0015,0.0020,0.0170,0.0166,0.0166,0.0275,0.0273,0.8124,0.8118,0.8225,0.0000,0.0063,0.0020,0.0020,0.0166
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Target,XGBClassifier,0.0023,0.0029,0.0372,0.0361,0.0390,0.0129,0.0132,0.0454,0.0458,0.0565,0.0054,0.0054,0.0384,0.0400,0.0429,0.0015,0.0015,0.0170,0.0166,0.0180,0.0275,0.0273,0.8124,0.8114,0.8255,0.0000,0.0024,0.0024,0.0000,0.0132
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0019,0.0029,0.0374,0.0356,0.0385,0.0129,0.0132,0.0452,0.0453,0.0585,0.0054,0.0059,0.0381,0.0395,0.0453,0.0015,0.0020,0.0173,0.0166,0.0185,0.0280,0.0273,0.8124,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,SVC,0.0019,0.0029,0.0374,0.0356,0.0385,0.0129,0.0132,0.0452,0.0453,0.0585,0.0054,0.0059,0.0381,0.0395,0.0453,0.0015,0.0020,0.0173,0.0166,0.0185,0.0280,0.0273,0.8124,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0019,0.0029,0.0374,0.0356,0.0263,0.0129,0.0132,0.0452,0.0453,0.0190,0.0054,0.0059,0.0381,0.0395,0.0273,0.0015,0.0020,0.0173,0.0166,0.0151,0.0280,0.0273,0.8124,0.8118,0.8289,0.0122,0.0395,0.0180,0.0034,0.0102
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0019,0.0029,0.0374,0.0356,0.0375,0.0129,0.0132,0.0452,0.0453,0.0458,0.0054,0.0059,0.0381,0.0395,0.0405,0.0015,0.0020,0.0173,0.0166,0.0161,0.0280,0.0273,0.8124,0.8118,0.7947,0.0010,0.0127,0.0049,0.0024,0.0444
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0019,0.0029,0.0374,0.0356,0.0380,0.0129,0.0132,0.0452,0.0453,0.0512,0.0054,0.0059,0.0381,0.0395,0.0439,0.0015,0.0020,0.0173,0.0166,0.0161,0.0280,0.0273,0.8124,0.8118,0.8147,0.0005,0.0073,0.0015,0.0024,0.0244
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0019,0.0029,0.0374,0.0361,0.0390,0.0129,0.0132,0.0452,0.0458,0.0590,0.0054,0.0054,0.0381,0.0400,0.0453,0.0015,0.0015,0.0173,0.0166,0.0180,0.0280,0.0273,0.8124,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,SVC,0.0019,0.0029,0.0374,0.0361,0.0390,0.0129,0.0132,0.0452,0.0458,0.0590,0.0054,0.0054,0.0381,0.0400,0.0453,0.0015,0.0015,0.0173,0.0166,0.0180,0.0280,0.0273,0.8124,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0019,0.0029,0.0374,0.0361,0.0263,0.0129,0.0132,0.0452,0.0458,0.0180,0.0054,0.0054,0.0381,0.0400,0.0249,0.0015,0.0015,0.0173,0.0166,0.0146,0.0280,0.0273,0.8124,0.8114,0.8314,0.0127,0.0409,0.0205,0.0034,0.0073
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0019,0.0029,0.0374,0.0361,0.0380,0.0129,0.0132,0.0452,0.0458,0.0463,0.0054,0.0054,0.0381,0.0400,0.0380,0.0015,0.0015,0.0173,0.0166,0.0171,0.0280,0.0273,0.8124,0.8114,0.8007,0.0010,0.0127,0.0073,0.0010,0.0380
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0019,0.0029,0.0374,0.0361,0.0385,0.0129,0.0132,0.0452,0.0458,0.0517,0.0054,0.0054,0.0381,0.0400,0.0409,0.0015,0.0015,0.0173,0.0166,0.0180,0.0280,0.0273,0.8124,0.8114,0.8231,0.0005,0.0073,0.0044,0.0000,0.0156
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Target,XGBClassifier,0.0019,0.0029,0.0374,0.0356,0.0385,0.0129,0.0132,0.0452,0.0453,0.0507,0.0054,0.0059,0.0381,0.0395,0.0429,0.0015,0.0020,0.0173,0.0166,0.0166,0.0280,0.0273,0.8124,0.8118,0.8206,0.0000,0.0078,0.0024,0.0020,0.0185
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Target,XGBClassifier,0.0019,0.0029,0.0374,0.0361,0.0390,0.0129,0.0132,0.0452,0.0458,0.0546,0.0054,0.0054,0.0381,0.0400,0.0419,0.0015,0.0015,0.0173,0.0166,0.0180,0.0280,0.0273,0.8124,0.8114,0.8216,0.0000,0.0044,0.0034,0.0000,0.0171
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0035,0.0029,0.0350,0.0356,0.0385,0.0082,0.0132,0.0501,0.0453,0.0585,0.0063,0.0059,0.0393,0.0395,0.0453,0.0019,0.0020,0.0166,0.0166,0.0185,0.0326,0.0273,0.8065,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,SVC,0.0035,0.0029,0.0350,0.0356,0.0385,0.0082,0.0132,0.0501,0.0453,0.0585,0.0063,0.0059,0.0393,0.0395,0.0453,0.0019,0.0020,0.0166,0.0166,0.0185,0.0326,0.0273,0.8065,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0035,0.0029,0.0350,0.0356,0.0293,0.0082,0.0132,0.0501,0.0453,0.0098,0.0063,0.0059,0.0393,0.0395,0.0010,0.0019,0.0020,0.0166,0.0166,0.0000,0.0326,0.0273,0.8065,0.8118,0.0000,0.0093,0.0488,0.0444,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0035,0.0029,0.0350,0.0356,0.0371,0.0082,0.0132,0.0501,0.0453,0.0492,0.0063,0.0059,0.0393,0.0395,0.0410,0.0019,0.0020,0.0166,0.0166,0.0141,0.0326,0.0273,0.8065,0.8118,0.7957,0.0015,0.0093,0.0044,0.0044,0.0434
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0035,0.0029,0.0350,0.0356,0.0371,0.0082,0.0132,0.0501,0.0453,0.0536,0.0063,0.0059,0.0393,0.0395,0.0429,0.0019,0.0020,0.0166,0.0166,0.0161,0.0326,0.0273,0.8065,0.8118,0.8240,0.0015,0.0049,0.0024,0.0024,0.0151
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0035,0.0029,0.0350,0.0361,0.0390,0.0082,0.0132,0.0501,0.0458,0.0590,0.0063,0.0054,0.0393,0.0400,0.0453,0.0019,0.0015,0.0166,0.0166,0.0180,0.0326,0.0273,0.8065,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,SVC,0.0035,0.0029,0.0350,0.0361,0.0390,0.0082,0.0132,0.0501,0.0458,0.0590,0.0063,0.0054,0.0393,0.0400,0.0453,0.0019,0.0015,0.0166,0.0166,0.0180,0.0326,0.0273,0.8065,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0035,0.0029,0.0350,0.0361,0.0297,0.0082,0.0132,0.0501,0.0458,0.0068,0.0063,0.0054,0.0393,0.0400,0.0005,0.0019,0.0015,0.0166,0.0166,0.0000,0.0326,0.0273,0.8065,0.8114,0.0000,0.0093,0.0521,0.0448,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0035,0.0029,0.0350,0.0361,0.0370,0.0082,0.0132,0.0501,0.0458,0.0512,0.0063,0.0054,0.0393,0.0400,0.0419,0.0019,0.0015,0.0166,0.0166,0.0175,0.0326,0.0273,0.8065,0.8114,0.7919,0.0019,0.0078,0.0034,0.0005,0.0468
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0035,0.0029,0.0350,0.0361,0.0380,0.0082,0.0132,0.0501,0.0458,0.0546,0.0063,0.0054,0.0393,0.0400,0.0429,0.0019,0.0015,0.0166,0.0166,0.0180,0.0326,0.0273,0.8065,0.8114,0.8280,0.0010,0.0044,0.0024,0.0000,0.0107
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Target,XGBClassifier,0.0035,0.0029,0.0350,0.0356,0.0380,0.0082,0.0132,0.0501,0.0453,0.0570,0.0063,0.0059,0.0393,0.0395,0.0434,0.0019,0.0020,0.0166,0.0166,0.0171,0.0326,0.0273,0.8065,0.8118,0.8357,0.0005,0.0015,0.0020,0.0015,0.0034
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Target,XGBClassifier,0.0035,0.0029,0.0350,0.0361,0.0380,0.0082,0.0132,0.0501,0.0458,0.0575,0.0063,0.0054,0.0393,0.0400,0.0448,0.0019,0.0015,0.0166,0.0166,0.0180,0.0326,0.0273,0.8065,0.8114,0.8328,0.0010,0.0015,0.0005,0.0000,0.0058
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0039,0.0029,0.0349,0.0356,0.0385,0.0057,0.0132,0.0522,0.0453,0.0585,0.0066,0.0059,0.0387,0.0395,0.0453,0.0019,0.0020,0.0167,0.0166,0.0185,0.0347,0.0273,0.8047,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,SVC,0.0039,0.0029,0.0349,0.0356,0.0385,0.0057,0.0132,0.0522,0.0453,0.0585,0.0066,0.0059,0.0387,0.0395,0.0453,0.0019,0.0020,0.0167,0.0166,0.0185,0.0347,0.0273,0.8047,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0039,0.0029,0.0349,0.0356,0.0278,0.0057,0.0132,0.0522,0.0453,0.0102,0.0066,0.0059,0.0387,0.0395,0.0068,0.0019,0.0020,0.0167,0.0166,0.0000,0.0347,0.0273,0.8047,0.8118,0.0000,0.0107,0.0483,0.0385,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0039,0.0029,0.0349,0.0356,0.0375,0.0057,0.0132,0.0522,0.0453,0.0531,0.0066,0.0059,0.0387,0.0395,0.0414,0.0019,0.0020,0.0167,0.0166,0.0161,0.0347,0.0273,0.8047,0.8118,0.7806,0.0010,0.0054,0.0039,0.0024,0.0585
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0039,0.0029,0.0349,0.0356,0.0375,0.0057,0.0132,0.0522,0.0453,0.0561,0.0066,0.0059,0.0387,0.0395,0.0434,0.0019,0.0020,0.0167,0.0166,0.0176,0.0347,0.0273,0.8047,0.8118,0.8255,0.0010,0.0024,0.0020,0.0010,0.0137
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0039,0.0029,0.0349,0.0361,0.0390,0.0057,0.0132,0.0522,0.0458,0.0590,0.0066,0.0054,0.0387,0.0400,0.0453,0.0019,0.0015,0.0167,0.0166,0.0180,0.0347,0.0273,0.8047,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,SVC,0.0039,0.0029,0.0349,0.0361,0.0390,0.0057,0.0132,0.0522,0.0458,0.0590,0.0066,0.0054,0.0387,0.0400,0.0453,0.0019,0.0015,0.0167,0.0166,0.0180,0.0347,0.0273,0.8047,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0039,0.0029,0.0349,0.0361,0.0283,0.0057,0.0132,0.0522,0.0458,0.0078,0.0066,0.0054,0.0387,0.0400,0.0024,0.0019,0.0015,0.0167,0.0166,0.0000,0.0347,0.0273,0.8047,0.8114,0.0000,0.0107,0.0512,0.0429,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0039,0.0029,0.0349,0.0361,0.0385,0.0057,0.0132,0.0522,0.0458,0.0526,0.0066,0.0054,0.0387,0.0400,0.0404,0.0019,0.0015,0.0167,0.0166,0.0180,0.0347,0.0273,0.8047,0.8114,0.7846,0.0005,0.0063,0.0049,0.0000,0.0541
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0039,0.0029,0.0349,0.0361,0.0385,0.0057,0.0132,0.0522,0.0458,0.0556,0.0066,0.0054,0.0387,0.0400,0.0448,0.0019,0.0015,0.0167,0.0166,0.0180,0.0347,0.0273,0.8047,0.8114,0.8280,0.0005,0.0034,0.0005,0.0000,0.0107
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Target,XGBClassifier,0.0039,0.0029,0.0349,0.0356,0.0375,0.0057,0.0132,0.0522,0.0453,0.0575,0.0066,0.0059,0.0387,0.0395,0.0444,0.0019,0.0020,0.0167,0.0166,0.0185,0.0347,0.0273,0.8047,0.8118,0.8362,0.0010,0.0010,0.0010,0.0000,0.0029
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Target,XGBClassifier,0.0039,0.0029,0.0349,0.0361,0.0385,0.0057,0.0132,0.0522,0.0458,0.0580,0.0066,0.0054,0.0387,0.0400,0.0453,0.0019,0.0015,0.0167,0.0166,0.0180,0.0347,0.0273,0.8047,0.8114,0.8314,0.0005,0.0010,0.0000,0.0000,0.0073
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0363,0.0356,0.0385,0.0134,0.0132,0.0454,0.0453,0.0585,0.0038,0.0059,0.0418,0.0395,0.0453,0.0019,0.0020,0.0171,0.0166,0.0185,0.0282,0.0273,0.8090,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0363,0.0356,0.0385,0.0134,0.0132,0.0454,0.0453,0.0585,0.0038,0.0059,0.0418,0.0395,0.0453,0.0019,0.0020,0.0171,0.0166,0.0185,0.0282,0.0273,0.8090,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0363,0.0356,0.0268,0.0134,0.0132,0.0454,0.0453,0.0122,0.0038,0.0059,0.0418,0.0395,0.0078,0.0019,0.0020,0.0171,0.0166,0.0000,0.0282,0.0273,0.8090,0.8118,0.0000,0.0117,0.0463,0.0375,0.0185,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0363,0.0356,0.0385,0.0134,0.0132,0.0454,0.0453,0.0507,0.0038,0.0059,0.0418,0.0395,0.0419,0.0019,0.0020,0.0171,0.0166,0.0166,0.0282,0.0273,0.8090,0.8118,0.7767,0.0000,0.0078,0.0034,0.0020,0.0624
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0363,0.0356,0.0385,0.0134,0.0132,0.0454,0.0453,0.0546,0.0038,0.0059,0.0418,0.0395,0.0444,0.0019,0.0020,0.0171,0.0166,0.0185,0.0282,0.0273,0.8090,0.8118,0.8259,0.0000,0.0039,0.0010,0.0000,0.0132
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0363,0.0361,0.0390,0.0134,0.0132,0.0454,0.0458,0.0590,0.0038,0.0054,0.0418,0.0400,0.0453,0.0019,0.0015,0.0171,0.0166,0.0180,0.0282,0.0273,0.8090,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0363,0.0361,0.0390,0.0134,0.0132,0.0454,0.0458,0.0590,0.0038,0.0054,0.0418,0.0400,0.0453,0.0019,0.0015,0.0171,0.0166,0.0180,0.0282,0.0273,0.8090,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0363,0.0361,0.0273,0.0134,0.0132,0.0454,0.0458,0.0088,0.0038,0.0054,0.0418,0.0400,0.0024,0.0019,0.0015,0.0171,0.0166,0.0000,0.0282,0.0273,0.8090,0.8114,0.0000,0.0117,0.0502,0.0429,0.0180,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0363,0.0361,0.0385,0.0134,0.0132,0.0454,0.0458,0.0478,0.0038,0.0054,0.0418,0.0400,0.0380,0.0019,0.0015,0.0171,0.0166,0.0166,0.0282,0.0273,0.8090,0.8114,0.7817,0.0005,0.0112,0.0073,0.0015,0.0570
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0363,0.0361,0.0390,0.0134,0.0132,0.0454,0.0458,0.0517,0.0038,0.0054,0.0418,0.0400,0.0419,0.0019,0.0015,0.0171,0.0166,0.0171,0.0282,0.0273,0.8090,0.8114,0.8212,0.0000,0.0073,0.0034,0.0010,0.0175
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0363,0.0356,0.0385,0.0134,0.0132,0.0454,0.0453,0.0570,0.0038,0.0059,0.0418,0.0395,0.0449,0.0019,0.0020,0.0171,0.0166,0.0185,0.0282,0.0273,0.8090,0.8118,0.8255,0.0000,0.0015,0.0005,0.0000,0.0137
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0363,0.0361,0.0390,0.0134,0.0132,0.0454,0.0458,0.0546,0.0038,0.0054,0.0418,0.0400,0.0443,0.0019,0.0015,0.0171,0.0166,0.0180,0.0282,0.0273,0.8090,0.8114,0.8285,0.0000,0.0044,0.0010,0.0000,0.0102
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0360,0.0356,0.0385,0.0142,0.0132,0.0452,0.0453,0.0585,0.0029,0.0059,0.0418,0.0395,0.0453,0.0020,0.0020,0.0172,0.0166,0.0185,0.0290,0.0273,0.8086,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0360,0.0356,0.0385,0.0142,0.0132,0.0452,0.0453,0.0585,0.0029,0.0059,0.0418,0.0395,0.0453,0.0020,0.0020,0.0172,0.0166,0.0185,0.0290,0.0273,0.8086,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0360,0.0356,0.0263,0.0142,0.0132,0.0452,0.0453,0.0141,0.0029,0.0059,0.0418,0.0395,0.0122,0.0020,0.0020,0.0172,0.0166,0.0034,0.0290,0.0273,0.8086,0.8118,0.0000,0.0122,0.0444,0.0332,0.0151,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0360,0.0356,0.0375,0.0142,0.0132,0.0452,0.0453,0.0531,0.0029,0.0059,0.0418,0.0395,0.0429,0.0020,0.0020,0.0172,0.0166,0.0161,0.0290,0.0273,0.8086,0.8118,0.7840,0.0010,0.0054,0.0024,0.0024,0.0551
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0360,0.0356,0.0380,0.0142,0.0132,0.0452,0.0453,0.0556,0.0029,0.0059,0.0418,0.0395,0.0449,0.0020,0.0020,0.0172,0.0166,0.0180,0.0290,0.0273,0.8086,0.8118,0.8269,0.0005,0.0029,0.0005,0.0005,0.0122
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0360,0.0361,0.0390,0.0142,0.0132,0.0452,0.0458,0.0590,0.0029,0.0054,0.0418,0.0400,0.0453,0.0020,0.0015,0.0172,0.0166,0.0180,0.0290,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0360,0.0361,0.0390,0.0142,0.0132,0.0452,0.0458,0.0590,0.0029,0.0054,0.0418,0.0400,0.0453,0.0020,0.0015,0.0172,0.0166,0.0180,0.0290,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0360,0.0361,0.0263,0.0142,0.0132,0.0452,0.0458,0.0107,0.0029,0.0054,0.0418,0.0400,0.0073,0.0020,0.0015,0.0172,0.0166,0.0024,0.0290,0.0273,0.8086,0.8114,0.0000,0.0127,0.0482,0.0380,0.0156,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0360,0.0361,0.0375,0.0142,0.0132,0.0452,0.0458,0.0497,0.0029,0.0054,0.0418,0.0400,0.0400,0.0020,0.0015,0.0172,0.0166,0.0161,0.0290,0.0273,0.8086,0.8114,0.7827,0.0015,0.0093,0.0054,0.0019,0.0560
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0360,0.0361,0.0390,0.0142,0.0132,0.0452,0.0458,0.0536,0.0029,0.0054,0.0418,0.0400,0.0424,0.0020,0.0015,0.0172,0.0166,0.0171,0.0290,0.0273,0.8086,0.8114,0.8246,0.0000,0.0054,0.0029,0.0010,0.0141
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0360,0.0356,0.0380,0.0142,0.0132,0.0452,0.0453,0.0566,0.0029,0.0059,0.0418,0.0395,0.0453,0.0020,0.0020,0.0172,0.0166,0.0185,0.0290,0.0273,0.8086,0.8118,0.8240,0.0005,0.0020,0.0000,0.0000,0.0151
